id,reference,hypothesis,BLEU,chrF++
1765,1537 मध्ये असुनसिऑनची स्थापना झाल्यापासून पराग्वेने आपले स्वदेशी लोकं आणि ओळख टिकवून ठेवण्यात यशस्वी झाला आहे,"पंधराशे तीस-सातमध्ये अनसुनसियनच्या स्थापनेपासून, पराग्वेने आपले बरेचसे मूळ वर्ण आणि ओळख ठेवण्यात यश मिळवले आहे.",7.1586,37.4944
1879,एखादी व्यक्ती असेही आश्चर्य व्यक्त करू शकते की एखादा नवीन शब्द आल्यास कीबोर्डवर कसा लिहिला जाईल,जेव्हा काहीतरी नवीन येईल तेव्हा कीबोर्ड काय होईल हे फक्त आश्चर्य वाटू शकते.,3.2399,22.1658
1976,सचिन तेंडूलकर आणि राहुल द्रविड या मधल्या फळीतील फलंदाजांनी खूप चांगली कामगिरी केली आणि शंभर धावांची भागीदारी केली आहे,मध्यवर्ती क्रमवारीचे फलंदाज सचिन तिलदुखार आणि राकुल द्रविड यांनी चांगली कामगिरी केली आणि शंभर धावांची भागीदारी केली.,39.8375,59.8968
1970,आम्हाला निश्चितपणे माहित नाही परंतु कदाचित त्यास काटेरी जीभ असेल त्याच्या आहारात कासव मोठे मासे इतर मोसासोर यांचा समावेश होता आणि कदाचित तो नरभक्षकही असू शकतो,"आम्हाला खात्री नाही, पण त्याची जीभ कापड, लार्चफिश, इतर मोसासॉर यांचा समावेश असू शकतो, आणि तो एक नरभक्षीही असू शकतो.",5.1468,31.4198
1745,"""वनस्पती त्यांच्या नैसर्गिक पर्यावरणामध्ये सर्वोत्तम दिसतात म्हणून फक्त ""1 नमुना"" सुद्धा काढण्याचा मोह टाळा. ","नैसर्गिक वातावरणात असताना वनस्पती सर्वोत्तम दिसतात, म्हणून फक्त एक नमुना काढून टाकण्याच्या प्रलोभनाला प्रतिकार करा.",7.2529,41.5510
1977,प्राइड हा एक ते तीन संबधित प्रौढ नर त्याचबरोबर जास्तीत जास्त तीस माद्या आणि छावे यांनी बनलेला असतो,"प्रिन्स एक ते तीन संबंधित प्रौढ पुरुषांनी बनलेले असतात, तसेच तीस मादी आणि पिल्ले असतात.",9.5454,33.2174
1770,हे बुद्धिसंगत वाटते कारण पृथ्वीला ती फिरत असल्यासारखे वाटत नाही वाटते का,"हे समजण्यासारखं वाटतं, कारण पृथ्वी हलत असल्यासारखं वाटत नाही, नाही का?",7.1418,38.6270
1806,त्यांच्या अत्यंत भरभराटीच्या काळात प्रकाशाचे प्रदूषण ही आजच्या काळासारखी समस्या नव्हती ते सहसा शहरांमध्ये किंवा कॅम्पसमध्ये राहत होते त्यामुळे आधुनिक काळात बनवलेल्या ठिकाणांपेक्षा तेथे पोहोचणे सोपे आहे,"त्यांच्या उज्ज्वलतेच्या काळात प्रकाश प्रदूषण ही आजची समस्या नव्हती, म्हणून ते सहसा शहरांमध्ये किंवा कॅम्पसमध्ये आधुनिक काळात बांधलेल्यांपेक्षा पोहोचणे सोपे असते.",20.2747,56.0047
1744,रॉस्बी संख्या जितकी लहान असेल तितकाच तो तारा चुंबकीय परावर्तनाच्या बाबतीत कमी सक्रिय असेल,"रॉसबी संख्या जितकी लहान असेल, तितकीच चुंबकीय उलट्यांच्या बाबतीत तारा कमी सक्रिय असेल.",26.0128,60.4599
1869,त्याचा लांब जबडा 70 पेक्षा अधिक तीक्ष्ण दातांनी भरलेला होता त्याच्या तोंडाच्या वरच्या भागात एक अतिरिक्त संच याचा अर्थ त्याच्या मार्गात जो कोणी येईल त्याला कोणतीही सुटका नाही,"त्याच्या लांब जबड्यांमध्ये सत्तरपेक्षा जास्त रेझर-शार्क दात होते, तसेच त्याच्या तोंडाच्या छतावर एक अतिरिक्त सेट होता, याचा अर्थ असा की त्याच्या मार्गावरुन कोणत्याही गोष्टीसाठी पलायन नव्हते.",4.9328,40.1267
1841,गुहेच्या आतमधून या जगाचा फार थोडा भाग पाहता किंवा ऐकता येऊ शकतो आजूबाजूचे अनेक डोंगर आणि वरच्या नितळ व सुंदर आकाशाव्यतिरिक्त आणखी काहीच दिसत नाही,वरच्या स्पष्ट सुंदर आकाशाशिवाय आणि आजूबाजूच्या अनेक डोंगरांव्यतिरिक्त या जगाचे फारच कमी दृश्य किंवा गुहेतून ऐकले जाऊ शकते.,2.3105,33.9405
1986,खर्‍या  अदृश्य संघा” ची लार्सन आणि लाफॅस्टो 1989 p109 उपस्थिती देखील व्हर्च्युअल संघाचा एक अनोखा घटक आहे,"एक वास्तविक अदृश्य संघाची उपस्थिती, लार्सन आणि लाफोसो, एकोणीस-ऐंशी-नऊ, पृष्ठ एक-ओ-नऊ, देखील एक आभासी संघाचा एक अनोखा घटक आहे.",18.5197,46.8340
1926,मानसशास्त्रासह विज्ञानातील सर्व विषयांवर अरिस्टॉटलचे मत स्वीकारले गेले,मानसशास्त्रासह विज्ञानाच्या सर्व विषयांवर अरिस्टोटलचे विचार स्वीकारले गेले.,14.2588,68.4388
1840,इटलीच्या इतर शहरांमध्ये आणि जगात इतरत्र विशेषतः पोलंडमध्ये अशीच व्यवस्था करण्यात आली होती जी अनेक लोकांनी पाहिली,"इटलीच्या इतर अनेक शहरांमध्ये आणि उर्वरित जगात, विशेषतः पोलंडमध्ये, अशीच सेटअप केली गेली, जी मोठ्या संख्येने लोकांनी पाहिली.",7.6459,52.7210
1964,अजूनही अस्तित्वात असल्याचे माहित असलेल्या २५ डनलॅप ब्रॉडसाइड या दस्तऐवजाच्या सर्वात जुन्या हयात असलेल्या प्रती आहेत. मूळ हस्तलिखित प्रत हयात नाही,"डनलॅपच्या २५ ब्रॉड्ससाइड्स अजूनही अस्तित्वात आहेत, ही कागदपत्रांची सर्वात जुनी जिवंत प्रत आहे. मूळ हस्तलिखित कॉपी टिकून राहिली नाही.",9.6143,38.7663
1774,बेटांच्या बाहेर क्रेडिट कार्ड कदाचित स्वीकारली जाणार नाहीत तरी ब्रिटिश आणि युनायटेड स्टेटचे चलन घेतले जाईल कोणती पेमेंट पद्धती स्वीकार्ह आहे हे मालकाला आधीच विचारून जाणून घ्या,"परदेशातील बेटांवर क्रेडिट कार्ड स्वीकारले जाणार नाहीत, जरी ब्रिटीश आणि युनायटेड स्टेट्स चलन घेतले जाऊ शकते. स्वीकार्य पेमेंट पद्धत काय आहे हे ठरविण्यासाठी आधीपासूनच मालकांशी तपासा.",5.8931,47.3403
2003,हॉंग कॉंगची सर्वोत्तम दृश्ये मिळवण्यासाठी बेट सोडून कोवलून धबधब्याच्या विरुध्द बाजूला जा,"हाँगकाँगचे सर्वोत्तम दृश्ये मिळविण्यासाठी, बेट सोडून कोओलूनच्या किनारपट्टीकडे जा.",10.2345,43.1452
1859,मध्य युगाच्या अखेरीस पाश्चात्य युरोप आपली स्वत:ची शैली विकसित करू लागला. धर्मयुद्धाचा परिणाम म्हणून त्या काळातील एक सर्वात मोठी घडामोड म्हणजे कपडे बांधण्यासाठी लोक बटणे वापरू लागली,मध्ययुगीन काळातील लोकांनी कपड्यांच्या बटणांचा वापर केला.,0.4198,12.1254
1842,डायनोसॉरच्या पिसामध्ये विकसित असा आरा नावाचा दांडा नसतो परंतु त्यांच्या मध्ये पिसांची इतर वैशिष्ट्ये असतात कंट आणि कंटरोमक शास्त्रज्ञानी असे अनुमान काढले आहे की आरा बहुधा इतर वैशिष्ट्यापेक्षा अनुवंश विकासामध्ये पुढील टप्प्यातील विकास असण्याची शक्यता आहे,"डायनासोरच्या पंखात राईक्स नावाची चांगली विकसित शाफ्ट नसते, परंतु हेथर्स, बार्ब्स आणि बार्बल्सची इतर वैशिष्ट्ये आहेत, संशोधकांनी असा निष्कर्ष काढला की राईक्स हा कदाचित नंतरचा उत्क्रांतीचा विकास होता.",2.8954,23.2785
1887,रुग्णालयात काम करत असताना लिगिन्सने अकाली होणाऱ्या प्रसूतीचे मोकळ्या वेळात संशोधन करण्यास सुरुवात केली,"जेव्हा ते रुग्णालयात काम करत होते, तेव्हा लिगिन्सने आपल्या मोकळ्या वेळेत अकाली प्रसूतीची तपासणी करण्यास सुरुवात केली.",14.0258,57.3158
1830,दक्षिण पश्चिम आफ्रिका लोकांची संघटना swapo या सत्ताधारी पक्षानेही लोकसभा निवडणुकीत बहुमत कायम ठेवले होते,दक्षिण-पश्चिम आफ्रिकेच्या लोक संघटना (एसडब्ल्यूएपीओ) या सत्ताधारी पक्षानेही संसदीय निवडणुकीत बहुमत मिळवले.,12.8743,50.2550
1900,खरेतर हे अस्तित्वात आहे हे एखाद्याला माहिती असले तरी ते शोधणे अजिबात सोपे नाही एकदा गुहेच्या आत गेल्यानंतर ते पूर्णपणे विलगीकरण केल्यासारखे आहे,"खरं तर, ते शोधणे सोपे नाही, जरी एखाद्याला माहित असेल की ते अस्तित्वात आहे, एकदा गुहेत, ते पूर्णपणे वेगळं आहे.",6.5240,43.3644
1873,पुरुषांना नाकारण्याच्या बाबतीत दृढ रहा आणि तुमच्या भूमिकेवर ठाम राहण्यास घाबरू नका सांस्कृतिक फरक असो वा नसो ते यास ठीक करत नाही!,"पुरुषांना नकार देण्यास दृढ राहा आणि आपल्या जमिनीवर उभे राहण्याची भीती बाळगू नका, सांस्कृतिक फरक आहेत की नाही हे ठीक नाही.",4.6575,33.4956
1735,युनायटेड स्टेट्समधील प्रिन्सटोन विद्यापीठ आणि स्वीडनमधील उप्सला विद्यापीठातील संशोधकांनी नवीन प्रजाती फक्त दोन आठवड्यांमध्ये विकसित झाल्याचे सांगितले आहे मात्र स्थानिक डार्विन फिंच जिओस्पिझा फॉर्ट्स आणि इमिग्रंट कॅक्टस फिंच जिओस्पिझा कॉनिरोस्ट्रिस यांच्यातील प्रजननामुळे या प्रक्रियेस अधिक काळ लागण्याची शक्यता वर्तवली आहे,"प्रिन्स्टन युनिव्हर्सिटी आणि उप्साला युनिव्हर्सिटीच्या संशोधकांनी या प्रजातीची उत्पत्ती केवळ दोन पिढ्यांत झाली आहे, परंतु या प्रक्रियेला अधिक वेळ लागण्याची शक्यता आहे.",2.3530,22.8473
1725,जगामध्ये सगळीकडे किफायतशीर आणि कार्यक्षमता मुद्यासाठी सादर करण्यात आलेला असुस ई पीसी हा 2007 मध्ये तैपेयी आय टी महिन्यात चर्चेचा विषय बनला,पूर्वी जगभरात सुरू करण्यात आलेल्या एएसआयएस ईपीसी (कस्ट सेव्हिंग फंक्शनल फॅक्टर्स) हा दोन हजार सातच्या ताइपेई आयटी महिन्यात एक गरम विषय बनला.,3.7879,27.7435
1868,वर्णपटाच्या दुसऱ्या बाजूस एकजण न ओळखता येईल अशा व्यक्तीमध्ये परिवर्तीत होतो ज्याला वाटते कि त्याने किंवा तिने संघ जे करीत आला आहे ते सगळे बदलून टाकावे आणि ते त्यांचे स्वत:चे बनवावे,"स्पेक्ट्रमच्या दुसर्या टोकावर, एक ओळखता येत नसलेला व्यक्ती बनतो ज्याला वाटते की त्याने किंवा तिने संघाने केलेले सर्व काही बदलले पाहिजे आणि ते स्वतःचे बनविले पाहिजे.",6.3186,36.9928
1981,आपण केवळ शिपबोर्ड सहल वापरुन किनारपट्टीवर जात असल्यास आपल्याला वेगळ्या व्हिजाची 2009 पर्यंत आवश्यकता नाही,जर तुम्ही फक्त जहाजावरच्या प्रवासाद्वारे किनाऱ्यावर गेलात तर तुम्हाला दोन हजार नऊ पर्यंत स्वतंत्र व्हिसाची गरज भासणार नाही.,2.4075,18.0809
1942,आपण आपली घरे आणि कपडे तयार करण्यासाठी वनस्पतींचा उपयोग करतो आपण खात असलेले बहुतांश खाद्यपदार्थ हे वनस्पती पासूनच प्राप्त होत असतात प्राणी वनस्पतींशिवाय जगू शकत नाहीत,आम्ही वनस्पतींपासून घर बनवतो आणि वनस्पतींपासून कपडे बनवतो. बहुतेक अन्न जे आम्ही आमच्या वनस्पती खातो. वनस्पतींशिवाय प्राणी जगू शकत नाहीत.,6.8750,32.1609
1918,सुंदरबन ल जगतील वारसा स्थळ म्हणून यूनेस्को ने जाहीर केले आहे जंगलाचा भारतातील भाग हा सुंदरबन राष्ट्रीय उद्यान म्हणून ओळखला जातो,या जंगलाला युनेस्कोने जागतिक वारसा स्थळ म्हणून घोषित केले आहे. भारतीय प्रदेशातील जंगलाचा भाग सुंदरबंद राष्ट्रीय उद्यान म्हणून ओळखला जातो.,24.8734,59.6126
1925,केलेले काम बहुतांशी सैद्धांतिक होते परंतु हा कार्यक्रम सॅजिटेरियस गॅलॅक्सीमध्ये केलेल्या निरीक्षणांचे अनुकरण करण्यासाठी हा कार्यक्रम लिहिण्यात आला होता,"हे काम मुख्यतः सैद्धांतिक होते, परंतु धनुष्याच्या आकाशगंगाचे निरीक्षण अनुकरण करण्यासाठी हा कार्यक्रम लिहिला गेला होता.",16.7387,44.2402
1955,एमएस हा एक रोग आहे जो केंद्रीय चेता संस्थेला बाधित करतो ज्यामध्ये मेंदू मेरुदंड आणि ऑप्टिक नर्व यांचा समावेश असतो,"एमएस हा एक रोग आहे जो मध्यवर्ती मज्जासंस्थेवर परिणाम करतो, जो मेंदू, पाठीचा कणा आणि ऑप्टिक मज्जातंतूपासून बनलेला आहे.",25.3062,39.7286
1857,"""ते पुढे म्हणाले की ""त्यांची विकास अवस्था जबाबदारी आणि क्षमतांहून अधिक उत्तरदायित्वे घेण्यास मात्र त्यांना विचारले जाऊ नये.""""","त्यांनी असेही जोडले की, त्यांना त्यांच्या विकासाच्या टप्प्यापेक्षा, जबाबदारी आणि क्षमतेपेक्षा जास्त जबाबदाऱ्या स्वीकारण्यास सांगितले जाऊ नये.",8.3903,32.8178
1965,ते सर्व वाळूचे किनारे आहेत आणि पोहोण्यासाठी सुरक्षित आणि बहुतांश ठिकाणी पोहुतुकावा वृक्षांमुळे मिळणारी सावली आहे,ते जवळजवळ सर्व वालुकामय किनारे आहेत ज्यात सुरक्षित पोहणे आहे आणि बहुतेक पोहिकाना झाडांद्वारे सावली दिली जाते.,6.0746,33.9809
1840,इटलीच्या इतर शहरांमध्ये आणि जगात इतरत्र विशेषतः पोलंडमध्ये अशीच व्यवस्था करण्यात आली होती जी अनेक लोकांनी पाहिली,"इटलीच्या इतर अनेक शहरांमध्ये आणि जगातील इतर भागात, विशेषतः पोलंडमध्ये, अशाच प्रकारचे सेटअप केले गेले, जे मोठ्या संख्येने लोकांनी पाहिले.",5.8565,49.0082
1814,हायड्रोजन आयन हे प्रोटॉन आहेत त्यांचे इलेक्ट्रॉन त्यांनी काढून टाकले होते जसे की हायड्रोजन अणूंमध्ये एक प्रोटॉन आणि एक इलेक्ट्रॉन असतो,"हायड्रोजन आयन हे प्रोटॉन असतात ज्यांचे इलेक्ट्रॉन काढून टाकले गेले असतात, कारण हायड्रोजन अणूमध्ये एक प्रोटॉन आणि एक इलेक्ट्रॉन असतो.",36.2276,68.4238
1905,मोल्दोवाची राजधानी चिशिनव्ह आहे स्थानिक भाषा रोमानियन असली तरी रशियन भाषेचा जास्त वापर होतो,मोल्दोव्हाची राजधानी चिसिनाऊ आहे. स्थानिक भाषा रोमानियन आहे पण रशियन मोठ्या प्रमाणात वापरली जाते.,10.8260,46.2213
1959,तरी देखील अधिकाऱ्यांकडून सल्ला घ्या सर्व चिन्हे पाळा आणि सुरक्षा विषयक इशाऱ्यांकडे बारीक लक्ष द्या,"तरीही, अधिकाऱ्यांचा सल्ला घ्या, सर्व चिन्हांचे पालन करा आणि सुरक्षेच्या चेतावणीकडे लक्ष द्या.",7.6551,43.6395
1766,काही अणुंचे केंद्रक अस्थिर असते याचा अर्थ ते थोड्या धक्क्याने किंवात्याशिवायही फुटण्याची शक्यता असते,"काही अणूंमध्ये अस्थिर नाभिक असतात, याचा अर्थ असा की ते थोडेसे किंवा अजिबात धक्का बसल्याशिवाय तुटतात.",5.4012,32.9455
1768,पर्यटकांना पूर्वीच्या इमारती मूळ रूपात कशा दिसत असतील याची चांगल्याप्रकारे कल्पना यावी याकरिता बहुतांश इमारती पुन्हा निर्माण करण्यात आल्या आहेत,या परिसराच्या काठावरील बहुतेक इमारती पर्यटकांना मूळतः कशा दिसल्या याची अधिक चांगली कल्पना देण्यासाठी पुन्हा बांधण्यात आल्या आहेत.,5.4324,38.2244
1908,हा काही क्रियापदे आणि कर्मांमध्ये फरक करण्याचा महत्त्वपूर्ण मार्ग आहे,काही क्रियापद आणि विशेषण यांच्यात फरक करण्याचा हा एक महत्त्वाचा मार्ग आहे.,10.0492,51.2216
1891,लखा सिंग यांनी छप्पन बोग भजन देखील सादर केले गायक राजू खंडेलवाल त्यांच्या बरोबर होता,लख हा सिंग यांनी चॅपॅन बजन देखील सादर केले. गायक राजू कांडेल त्यांच्यासोबत होते.,13.3802,50.8447
1753,"""सहसा हे केवळ चुकीचे स्टिरिओटाइप असते तरीही पॅरिसमध्ये राहण्याचा उत्तम मार्ग म्हणजे तुम्ही सर्वोत्कृष्ट वर्तणूक करणे आणि ""बेन एलेव्ह"" चांगले संगोपन झालेले अशा एखाद्या व्यक्तीसारखे वागण्याचा अभिनय करणे. हे एखादी गोष्ट मिळविणे सोपे करेल.","जरी हे बर्याचदा एक चुकीचे रूढीवाद असले तरी पॅरिसमध्ये एकत्र येण्याचा सर्वोत्तम मार्ग म्हणजे अजूनही आपल्या सर्वोत्तम वर्तनापेक्षा जास्त आहे, एखाद्या व्यक्तीसारखा वागणे जो एक आहे.",2.4662,29.4582
1793,तुम्हाला आपल्याला देशातील रस्त्यावर वाहन चालवण्याची सवय नसल्यास तुमच्याबद्दलची माहिती स्पष्ट करा उंच ग्रेड अरुंद गल्ल्या आणि तीव्र नागमोडी मार्ग,"जर तुम्हाला ग्रामीण रस्त्यांवर गाडी चालवण्याची सवय नसेल तर सावधगिरी बाळगा. खडकाळ ग्रेड, अरुंद लेन आणि तीक्ष्ण वक्र प्रामुख्याने असतात.",4.3343,29.2053
1684,अपिया ही सामोआ ची राजधानी आहे हे शहर उपोलू बेटावर आहे आणि याची लोकसंख्या फक्त 40000 च्या आत आहे,अपिया ही समोआची राजधानी आहे. हे शहर उपोलु बेटावर आहे आणि त्याची लोकसंख्या चाळीस हजारांपेक्षा कमी आहे.,13.1125,56.9750
1960,"""तो त्याच्या 20 व्या दशकात वयस्कर होता. एका निवेदनात बायबर म्हणाले की ""मी या दुर्दैवी दुर्घटनेत हजर नव्हतो किंवा थेट सामील नसलो तरी माझे विचार आणि प्रार्थना पीडित कुटुंबासमवेत आहेत.""""","""बीबरने एका निवेदनात म्हटले आहे की, """"मी या दुर्घटनेत प्रत्यक्ष सहभागी नव्हतो, पण माझे विचार आणि प्रार्थना पीडितेच्या कुटुंबासोबत आहेत.""",13.9895,40.7892
1924,महिलांच्या बैठ्या गटात चार स्की खेळाडूंना त्यांची शर्यत पूर्ण करता आली नाही आणि जायंट स्लॅलॉममधील ११७ स्की खेळाडूंपैकी ४५ जणांना शर्यतीत क्रमांक पटकावता आला नाही,महिलांच्या बसलेल्या गटातील चार स्कीअर त्यांच्या धावा पूर्ण करण्यात अपयशी ठरले आणि विशाल स्लामोनमधील एकूण 117 स्कीअरपैकी 45 शर्यतीत स्थान मिळविण्यात अपयशी ठरले.,2.2566,26.8734
1718,निर्मित वस्तू या पुरातन वस्तू आहेत असे सांगणारी कोणतीही वैश्विक व्याख्या नाही काही टॅक्स एजन्सीज 100 वर्षांपेक्षा जुन्या वस्तूंना प्राचीन वस्तू म्हणून परिभाषित करतात,ज्यासाठी उत्पादित वस्तू प्राचीन आहेत त्याची कोणतीही सार्वत्रिक व्याख्या नाही. काही कर एजन्सी शंभर वर्षांहून अधिक जुन्या वस्तूंना प्राचीन म्हणून परिभाषित करतात.,12.3849,48.7397
1862,faa च्या दाव्यानुसार नेस्टजेन प्रणालीमुळे विमान कमी अंतराच्या मार्गावर उड्डाण करू शकेल आणि दरवर्षी लाखो गॅलन इंधनाची बचत होईल व कार्बनचे उत्सर्जन कमी होईल,"या यंत्रणेच्या विस्तारामुळे विमानांना कमी मार्गांवर उड्डाण करण्याची परवानगी मिळेल आणि दरवर्षी कोट्यवधी गॅलन इंधन वाचेल आणि कार्बन उत्सर्जन कमी होईल, असा दावा एफआयएने केला आहे.",7.0297,41.6818
1756,रविवारी उशिरा संयुक्त राष्ट्रसंघाचे अध्यक्ष डोनाल्ड ट्रम्प यांनी प्रेस सुरक्षेच्या मार्फत दिलेल्या विधानात यूएस सैनिक सीरिया सोडत असल्याची घोषणा केली,"रविवारी अमेरिकेचे राष्ट्राध्यक्ष डोनाल्ड ट्रम्प यांनी पत्रकार परिषदेत सांगितले की, अमेरिकेचे सैन्य सीरिया सोडणार आहे.",8.1078,33.6019
1779,ट्रंप यांनी तुर्कीश अध्यक्ष रेसेप तय्यिप एर्दोगान यांच्याशी फोनवर संभाषण केल्यानंतर ही घोषणा करण्यात आली,ट्रम्प यांनी तुर्कीचे राष्ट्राध्यक्ष रिसेप ताईप एरोडॉन यांच्याशी फोनवर चर्चा केल्यानंतर ही घोषणा करण्यात आली.,27.2259,58.5316
1969,हे असे सांगते की मुख्य गोष्टीसाठी सर्वांत प्रभावी जागा प्रतिमेला उभ्या आणि आडव्या तृतीयांशात विभागणाऱ्या रेषांच्या छेदनबिंदूवर आहे उदाहरण पाहा,मुख्य विषयासाठी सर्वात प्रभावी स्थान म्हणजे रेखांच्या छेदनबिंदूवर आहे जे प्रतिमांना अनुलंब आणि क्षैतिज तृतीयांशमध्ये विभागते.,4.8210,36.1538
1883,या पुलाखालील ऊर्ध्व मोकळी जागा 15 मीटर्स आहे याचे बांधकाम ऑगस्ट 2011 मध्ये पूर्ण करण्यात आले मार्च 2017 पर्यंत तो वाहतुकीस खुला झालेला नव्हता,पुलाखालील उभ्या रिक्त जागा पंधरा मीटर आहे. बांधकाम ऑगस्ट २०११ मध्ये पूर्ण झाले होते आणि मार्च २०१७ पर्यंत ते वाहतुकीसाठी उघडले गेले नाही.,5.2176,36.0928
1839,एखाद्या हायकिंग मार्गाप्रमाणे स्कीइंग मार्गाचा विचार करा,"स्कीइंग मार्गाचा विचार करा, जसे की एक समान हायकिंग मार्ग.",22.4169,62.7297
1818,घरी परतणाऱ्या प्रवाशांसाठी संयम आणि समजूतदारपणादेखील आवश्यक असतो हे लोकांना कदाचित समजत नाही,"घरी परतणाऱ्या प्रवाशांसाठी धीर आणि समजूतदारपणा देखील आवश्यक आहे, अशी अपेक्षा लोक करू शकत नाहीत.",9.6726,53.3795
1963,ओलसर दमट कपड्यांना इस्त्री केल्याने ते कोरडे होण्यास मदत होते अनेक हॉटेल्समध्ये इस्त्री आणि इस्त्रीचे बोर्ड भाड्याने उपलब्ध असतात खोलीत 1 व्यक्ती नसतानाही ते उपलब्ध असतात,"इस्त्री करणारे ओलसर कपडे त्यांना कोरडे होण्यास मदत करू शकतात. अनेक हॉटेल्समध्ये लोह आणि इस्त्री बोर्ड कर्ज म्हणून उपलब्ध आहेत, जरी खोलीत एकही नसेल.",8.0853,39.4508
1754,वरचा कठीण थर पातळ असल्यामुळे जवळच्या भागात आणखी मारिया असू शकतात लाव्हारसासाठी पृष्ठभागापर्यंत उसळणे सोपे होते,"जवळच्या बाजूला अधिक मारिया असू शकते कारण कवच पातळ आहे, लाव्हाला पृष्ठभागावर उगवणे सोपे होते.",7.1586,36.6911
1963,ओलसर दमट कपड्यांना इस्त्री केल्याने ते कोरडे होण्यास मदत होते अनेक हॉटेल्समध्ये इस्त्री आणि इस्त्रीचे बोर्ड भाड्याने उपलब्ध असतात खोलीत 1 व्यक्ती नसतानाही ते उपलब्ध असतात,"ओले कपडे इस्त्री केल्याने त्यांना कोरडे होण्यास मदत होते. अनेक हॉटेल्समध्ये लोखंडी आणि इस्त्री बोर्ड उपलब्ध आहेत, जरी ते खोलीत नसले तरी.",14.0794,47.7660
1681,हे विभक्त नाही तथापि प्रायोगिकरण आणि एक प्रयोग एक चाचणी असते जी 1 किंवा अधिक संभाव्य गृहितकांची शक्यता दूर करण्यासाठी वापरली जाते प्रश्न विचारणे आणि निरीक्षणे नोंदवण्याने वैज्ञानिक संशोधनाला देखील दिशा मिळते,प्रयोग म्हणजे एक किंवा अधिक संभाव्य गृहीते काढून टाकण्यासाठी वापरली जाणारी चाचणी आहे. प्रश्न विचारणे आणि निरीक्षण करणे देखील वैज्ञानिक संशोधनाला मार्गदर्शन करते.,9.1422,45.4717
1871,मध्यपूर्वेतील उबदार वातावरणामध्ये घर फार महत्त्वाचे नव्हते,"मध्यपूर्वेच्या उबदार हवामानात, घर इतके महत्वाचे नव्हते.",6.2747,40.9544
1947,सैनिक येण्यापूर्वी हैतीला 1800 पासून या रोगाशी संबंधित समस्या उद्भवल्या नव्हत्या,"सैनिकांच्या आगमनापूर्वी, हैतीला अठराव्या शतकापासून या रोगाशी संबंधित समस्यांचा सामना करावा लागला नव्हता.",10.5118,47.6839
1894,करी ही एक मांस किंवा भाज्या यांसह औषधी वनस्पती आणि मसाल्यांवर आधारित डिश आहे,करी ही एक भाजी आहे जी मांस किंवा भाज्यांसह वनस्पती आणि मसाल्यांवर आधारित आहे.,27.2259,68.4232
1696,दोन्ही संयुगे क्रिस्टल्स तयार करण्यासाठी एकमेकांशी प्रतिक्रिया करतात ज्यामुळे मूत्रपिंडाच्या कार्यात अडथळा येऊ शकतो असे विद्यापीठाच्या संशोधकांनी सांगितले आहे,"या दोन संयुगांनी एकमेकांशी प्रतिक्रिया करून क्रिस्टल्स तयार होतात ज्यामुळे मूत्रपिंडाचे कार्य अवरोधित होऊ शकते, असे संशोधकांनी विद्यापीठाच्या म्हणण्यानुसार सांगितले.",5.9833,55.2571
1712,"1966 पासून सुंदरबन वन्यजीव अभयारण्य आहे आणि असा कयास आहे की इथे या भागात आत्ता 400 बंगाली वाघ आणि जवळपास 30,000 ठिपक्यांची हरणे आहेत","१९७६ पासून सुंदराबन हे वन्यजीव अभयारण्य बनले आहे आणि आता या भागात ४०० रॉयल बंगाल वाघ आणि सुमारे ३०,००० स्पॉटेड हिरण आहेत असा अंदाज आहे.",5.9112,37.8906
1679,एरोस्मिथनी प्रवासातील उरलेल्या कोन्सर्ट रद्द केल्या आहेत,एरोस्मिथने त्यांच्या दौऱ्यावरील उर्वरित मैफिली रद्द केल्या आहेत.,17.7474,43.5799
1807,इटालियन ही दररोज वापरली जाणारी भाषा असून राज्यात काम करणारे बहुतांश लोकं ही भाषा वापरतात तर लॅटिन बहुतेकदा धार्मिक समारंभात वापरली जाते,"इटालियन ही राज्य सरकारमध्ये काम करणाऱ्या बहुतेक लोकांची दैनंदिन भाषा आहे, तर धार्मिक समारंभांमध्ये लॅटिनचा वापर केला जातो.",4.5599,32.2335
